x,z,error
-1.0,0.0,0.0009548318562805248
-0.98,0.0,0.000888395583665872
-0.96,0.0,0.0008236259239303423
-0.94,0.0,0.0007608165838501932
-0.92,0.0,0.0006999884771292203
-0.9,0.0,0.000642313553833459
-0.88,0.0,0.0005878951513124036
-0.86,0.0,0.000538016844582791
-0.84,0.0,0.0004938787102342961
-0.8200000000000001,0.0,0.0004569278083338976
-0.8,0.0,0.0004288533160830568
-0.78,0.0,0.0004107699225946347
-0.76,0.0,0.0004037150719507111
-0.74,0.0,0.00040760885689082886
-0.72,0.0,0.0004212411202651453
-0.7,0.0,0.0004429790099991641
-0.6799999999999999,0.0,0.0004708667282217089
-0.6599999999999999,0.0,0.0005030589699948408
-0.64,0.0,0.0005375304428827794
-0.62,0.0,0.0005731027055774979
-0.6,0.0,0.0006087003734798403
-0.5800000000000001,0.0,0.0006432139817018608
-0.56,0.0,0.0006760561767239833
-0.54,0.0,0.0007064657940748794
-0.52,0.0,0.0007340409931904572
-0.5,0.0,0.0007583452285777075
-0.48,0.0,0.000779129863598862
-0.45999999999999996,0.0,0.0007959250824360366
-0.43999999999999995,0.0,0.0008085871503006284
-0.42000000000000004,0.0,0.0008170960646749218
-0.4,0.0,0.0008211612748350536
-0.38,0.0,0.0008209397522580041
-0.36,0.0,0.0008163017920279269
-0.33999999999999997,0.0,0.0008072134948992976
-0.31999999999999995,0.0,0.0007940449288389669
-0.29999999999999993,0.0,0.000776616419103567
-0.28,0.0,0.0007554221065096405
-0.26,0.0,0.0007303120736993347
-0.24,0.0,0.0007017643496217286
-0.21999999999999997,0.0,0.0006700328941038468
-0.19999999999999996,0.0,0.0006352916752599149
-0.17999999999999994,0.0,0.0005978031502425932
-0.16000000000000003,0.0,0.0005579250357417292
-0.14,0.0,0.0005160619553599902
-0.12,0.0,0.00047237893403049425
-0.09999999999999998,0.0,0.00042724262059427214
-0.07999999999999996,0.0,0.00038094630404092504
-0.05999999999999994,0.0,0.00033399134423032253
-0.040000000000000036,0.0,0.0002864290480284677
-0.020000000000000018,0.0,0.0002384620933960627
0.0,0.0,0.00019078215898321764
0.020000000000000018,0.0,0.00014334336661648794
0.040000000000000036,0.0,9.688092918105204e-05
0.06000000000000005,0.0,5.211202600423508e-05
0.08000000000000007,0.0,1.799569854993076e-05
0.10000000000000009,0.0,4.3568258607768995e-05
0.1200000000000001,0.0,8.417073263404114e-05
0.14000000000000012,0.0,0.0001241706932535313
0.15999999999999992,0.0,0.0001628319170343738
0.17999999999999994,0.0,0.00019935554364426778
0.19999999999999996,0.0,0.0002340953594012341
0.21999999999999997,0.0,0.0002664989589831871
0.24,0.0,0.00029643297543785057
0.26,0.0,0.00032408461314534893
0.28,0.0,0.00034923583717477594
0.30000000000000004,0.0,0.0003717050764120194
0.32000000000000006,0.0,0.00039161083731753646
0.3400000000000001,0.0,0.0004091750876501279
0.3600000000000001,0.0,0.0004239497602576302
0.3800000000000001,0.0,0.0004361901345208228
0.40000000000000013,0.0,0.0004459128093667858
0.41999999999999993,0.0,0.0004532789395945015
0.43999999999999995,0.0,0.0004581750309403585
0.45999999999999996,0.0,0.00046079324292191753
0.48,0.0,0.000461132120278156
0.5,0.0,0.00045931727934514635
0.52,0.0,0.00045566452735407793
0.54,0.0,0.00045013424766153195
0.56,0.0,0.00044257211016362927
0.5800000000000001,0.0,0.0004336295588124123
0.6000000000000001,0.0,0.00042300683804572984
0.6200000000000001,0.0,0.0004111009138240674
0.6400000000000001,0.0,0.00039804532103954654
0.6600000000000001,0.0,0.00038396405252516725
0.6799999999999999,0.0,0.00036907293996220103
0.7,0.0,0.00035362137291837905
0.72,0.0,0.00033796315022410046
0.74,0.0,0.00032257259922784906
0.76,0.0,0.00030784148550014155
0.78,0.0,0.00029439729156796975
0.8,0.0,0.0002834645780335068
0.8200000000000001,0.0,0.00027560345967879836
0.8400000000000001,0.0,0.00027204942106784466
0.8600000000000001,0.0,0.00027404214390839795
0.8800000000000001,0.0,0.00028210209478817037
0.9000000000000001,0.0,0.00029671636707864226
0.9199999999999999,0.0,0.00031806330205340615
0.94,0.0,0.0003456921403156071
0.96,0.0,0.00037927148146939287
0.98,0.0,0.0004180711658695016
1.0,0.0,0.0004615616578067587
-1.0,0.01,0.0007981957688841035
-0.98,0.01,0.0007365727501135916
-0.96,0.01,0.0006765608919710523
-0.94,0.01,0.000618855950187734
-0.92,0.01,0.0005642934574317294
-0.9,0.01,0.0005132229510386961
-0.88,0.01,0.00046713115247178983
-0.86,0.01,0.00042724424964918074
-0.84,0.01,0.0003951387322365673
-0.8200000000000001,0.01,0.0003727095049951003
-0.8,0.01,0.00036124500845010206
-0.78,0.01,0.00036145530478329875
-0.76,0.01,0.0003725497160173183
-0.74,0.01,0.00039281327586502656
-0.72,0.01,0.000420048367262104
-0.7,0.01,0.00045260416535129413
-0.6799999999999999,0.01,0.0004881002120976368
-0.6599999999999999,0.01,0.0005252533698548151
-0.64,0.01,0.0005627024742577289
-0.62,0.01,0.0005997218765287049
-0.6,0.01,0.0006351585683090725
-0.5800000000000001,0.01,0.0006686230303068417
-0.56,0.01,0.0006994339268412678
-0.54,0.01,0.0007273468324979769
-0.52,0.01,0.0007519841826768803
-0.5,0.01,0.0007727954699749416
-0.48,0.01,0.0007897050668439602
-0.45999999999999996,0.01,0.0008025209233746894
-0.43999999999999995,0.01,0.0008110047152012923
-0.42000000000000004,0.01,0.0008152118661061416
-0.4,0.01,0.000814975704278552
-0.38,0.01,0.0008103636931732412
-0.36,0.01,0.0008013731538825264
-0.33999999999999997,0.01,0.0007879533154957816
-0.31999999999999995,0.01,0.0007705765204583054
-0.29999999999999993,0.01,0.0007489399983658686
-0.28,0.01,0.0007236229284520563
-0.26,0.01,0.0006947009665948012
-0.24,0.01,0.0006625490288134213
-0.21999999999999997,0.01,0.0006273527535555435
-0.19999999999999996,0.01,0.0005892589601040047
-0.17999999999999994,0.01,0.000548824259167369
-0.16000000000000003,0.01,0.0005062844200769933
-0.14,0.01,0.00046212214597709584
-0.12,0.01,0.0004164934397127687
-0.09999999999999998,0.01,0.0003699127064452686
-0.07999999999999996,0.01,0.00032259541977598715
-0.05999999999999994,0.01,0.0002752155330593329
-0.040000000000000036,0.01,0.0002281655996612997
-0.020000000000000018,0.01,0.00018246470898126497
0.0,0.01,0.00013938395366527398
0.020000000000000018,0.01,0.00010199972283805791
0.040000000000000036,0.01,7.816783986333164e-05
0.06000000000000005,0.01,7.885923683801332e-05
0.08000000000000007,0.01,0.00010222117595558904
0.10000000000000009,0.01,0.00013555721808906112
0.1200000000000001,0.01,0.0001717836854630089
0.14000000000000012,0.01,0.0002083069779478098
0.15999999999999992,0.01,0.00024380931813909013
0.17999999999999994,0.01,0.00027752034789985526
0.19999999999999996,0.01,0.00030939068548646207
0.21999999999999997,0.01,0.0003388434604281604
0.24,0.01,0.0003658196117739331
0.26,0.01,0.0003903516390207899
0.28,0.01,0.0004121158401479585
0.30000000000000004,0.01,0.00043111858696549403
0.32000000000000006,0.01,0.00044751329145753586
0.3400000000000001,0.01,0.00046101728528794294
0.3600000000000001,0.01,0.00047178331768525807
0.3800000000000001,0.01,0.00047986415671959627
0.40000000000000013,0.01,0.0004851463340735956
0.41999999999999993,0.01,0.00048794854971274433
0.43999999999999995,0.01,0.0004880729621496271
0.45999999999999996,0.01,0.0004859843136600289
0.48,0.01,0.00048146224042592184
0.5,0.01,0.00047491746513313946
0.52,0.01,0.00046631539122592803
0.54,0.01,0.000455946702142475
0.56,0.01,0.0004440321321889873
0.5800000000000001,0.01,0.000430477011870794
0.6000000000000001,0.01,0.00041589835523834785
0.6200000000000001,0.01,0.0004003372463757212
