epoch,Loss_u,Loss_b,Loss_i,Loss_p,Total_Loss
1,2.1986775398254395,3.327385425567627,1.1739505529403687,0.4589468240737915,7.158960342407227
20,2.0386548042297363,3.0336172580718994,1.0712709426879883,0.40119707584381104,6.544740200042725
40,1.8803640604019165,2.7503116130828857,0.9697170257568359,0.3559143841266632,5.956307411193848
60,1.732240080833435,2.4897546768188477,0.8746365308761597,0.3223956227302551,5.419027328491211
80,1.5929443836212158,2.2494864463806152,0.7863248586654663,0.2955695688724518,4.924324989318848
100,1.4613627195358276,2.027723789215088,0.7046130299568176,0.2719172239303589,4.4656171798706055
120,1.3367173671722412,1.8230159282684326,0.6290625929832458,0.24973154067993164,4.038527488708496
140,1.2186603546142578,1.6341923475265503,0.559273898601532,0.22834068536758423,3.640467405319214
160,1.107131004333496,1.460083246231079,0.49501657485961914,0.2075638473033905,3.2697947025299072
180,1.0022199153900146,1.2994863986968994,0.43613776564598083,0.18747030198574066,2.92531418800354
200,0.9040446281433105,1.1513173580169678,0.3824717700481415,0.16829675436019897,2.606130599975586
220,0.812682032585144,1.0147502422332764,0.33383119106292725,0.15030118823051453,2.3115646839141846
240,0.7281492948532104,0.8892611265182495,0.2900221347808838,0.13362368941307068,2.0410561561584473
260,0.6503969430923462,0.7745571732521057,0.25084659457206726,0.11827400326728821,1.7940747737884521
280,0.5793076753616333,0.6704511642456055,0.2160969227552414,0.10419410467147827,1.57004976272583
300,0.5147050023078918,0.5767556428909302,0.185552716255188,0.09132663160562515,1.368340015411377
320,0.45635926723480225,0.49321097135543823,0.1589754968881607,0.07965313643217087,1.1881989240646362
340,0.40399715304374695,0.4194563031196594,0.1361062079668045,0.0691947340965271,1.0287543535232544
360,0.3573071360588074,0.3550211191177368,0.11666342616081238,0.05998824164271355,0.8889799118041992
380,0.31594666838645935,0.2993330955505371,0.10034370422363281,0.05205780640244484,0.7676813006401062
400,0.27954795956611633,0.2517332434654236,0.08682267367839813,0.04539373517036438,0.6634976863861084
420,0.24772332608699799,0.2114957720041275,0.07576031982898712,0.03994247317314148,0.5749218463897705
440,0.22007142007350922,0.17785045504570007,0.06681056320667267,0.035607028752565384,0.5003394484519958
460,0.1961842030286789,0.15000712871551514,0.05963281914591789,0.032255154103040695,0.438079297542572
480,0.1756536364555359,0.12717977166175842,0.05390341207385063,0.02973156049847603,0.38646838068962097
500,0.1580803245306015,0.10861040651798248,0.0493248775601387,0.027872947975993156,0.3438885509967804
520,0.14308205246925354,0.09359084069728851,0.04563401639461517,0.0265209823846817,0.30882787704467773
540,0.13030146062374115,0.08147935569286346,0.04260668903589249,0.025533322244882584,0.2799208164215088
560,0.1194111704826355,0.07171183824539185,0.040060535073280334,0.024790730327367783,0.25597426295280457
580,0.11011768877506256,0.06380658596754074,0.037854161113500595,0.024200566112995148,0.23597899079322815
600,0.10216280072927475,0.05736382305622101,0.03588326275348663,0.02369624376296997,0.21910612285137177
620,0.09532321989536285,0.052060164511203766,0.03407568112015724,0.023234453052282333,0.2046935260295868
640,0.08940857648849487,0.04763990268111229,0.03238457441329956,0.022790726274251938,0.19222378730773926
660,0.08425905555486679,0.04390524700284004,0.030782189220190048,0.022354191169142723,0.18130068480968475
680,0.07974158227443695,0.04070523381233215,0.02925422042608261,0.02192295715212822,0.17162398993968964
700,0.07574672251939774,0.037926338613033295,0.027795016765594482,0.02150004915893078,0.16296812891960144
720,0.0721849724650383,0.035483717918395996,0.026403706520795822,0.02109076827764511,0.15516316890716553
740,0.06898373365402222,0.0333140566945076,0.025081539526581764,0.020700667053461075,0.1480799913406372
760,0.06608416140079498,0.03136995807290077,0.023830655962228775,0.020334219560027122,0.1416189819574356
780,0.06343889981508255,0.029615670442581177,0.02265239879488945,0.01999475806951523,0.1357017159461975
800,0.06100993975996971,0.028023911640048027,0.021547162905335426,0.019684072583913803,0.13026508688926697
820,0.058766767382621765,0.02657342329621315,0.020514074712991714,0.019402768462896347,0.12525703012943268
