epoch,Loss_u,Loss_b,Loss_i,Loss_p,Total_Loss
1,2.150074005126953,4.601006984710693,2.5726535320281982,0.5881970524787903,9.911931037902832
10,1.626661777496338,3.3099358081817627,2.040532112121582,0.3080712854862213,7.285201072692871
20,1.151087999343872,2.18983793258667,1.5511761903762817,0.20249639451503754,5.094598770141602
30,0.7903070449829102,1.3923462629318237,1.1632224321365356,0.17955666780471802,3.5254323482513428
40,0.5337626338005066,0.8711530566215515,0.8657891154289246,0.17816725373268127,2.4488720893859863
50,0.36163783073425293,0.5434209108352661,0.642490565776825,0.1823471188545227,1.7298963069915771
60,0.2516327500343323,0.33614084124565125,0.4743558168411255,0.1781584918498993,1.2402878999710083
70,0.18349407613277435,0.2106512039899826,0.34756791591644287,0.16155827045440674,0.9032714366912842
80,0.14159873127937317,0.1376374065876007,0.2547418475151062,0.1421455442905426,0.6761234998703003
90,0.11498864740133286,0.09370535612106323,0.18969938158988953,0.1254240870475769,0.5238174796104431
100,0.0969218760728836,0.06684229522943497,0.14547714591026306,0.1108362078666687,0.42007753252983093
110,0.08390636742115021,0.05111484229564667,0.11558891087770462,0.09669281542301178,0.3473029136657715
120,0.07411590218544006,0.04203303903341293,0.09493972361087799,0.08305718004703522,0.2941458225250244
130,0.06643205881118774,0.03630104660987854,0.07994271069765091,0.07138802111148834,0.25406384468078613
140,0.06021760031580925,0.03215417265892029,0.06836280226707458,0.0623258501291275,0.22306042909622192
150,0.05513877421617508,0.02898572012782097,0.05898743122816086,0.05541876330971718,0.1985306739807129
160,0.05091826990246773,0.026523148640990257,0.05119362473487854,0.05013071373105049,0.17876575887203217
170,0.047292567789554596,0.024506140500307083,0.04463564604520798,0.04619539901614189,0.16262975335121155
180,0.044108472764492035,0.022786911576986313,0.03910364210605621,0.0433538518846035,0.14935287833213806
190,0.04131489247083664,0.02132243663072586,0.034452494233846664,0.041301436722278595,0.13839125633239746
200,0.038873445242643356,0.020087338984012604,0.030557336285710335,0.039818745106458664,0.1293368637561798
210,0.03673272207379341,0.019063308835029602,0.027304653078317642,0.03876261040568352,0.12186329066753387
220,0.03484894707798958,0.018243174999952316,0.02459695376455784,0.038006074726581573,0.11569514870643616
230,0.03318880498409271,0.017609380185604095,0.022351082414388657,0.0374438539147377,0.11059311777353287
240,0.03172442317008972,0.017129849642515182,0.020495111122727394,0.03699889034032822,0.10634827613830566
250,0.03043316677212715,0.016769137233495712,0.018966620787978172,0.036611683666706085,0.10278061032295227
260,0.029294880107045174,0.016494257375597954,0.017710959538817406,0.03623886778950691,0.0997389703989029
270,0.02829008735716343,0.01627754420042038,0.016680188477039337,0.03585217148065567,0.09709998965263367
280,0.027401158586144447,0.016096999868750572,0.015833040699362755,0.03543505817651749,0.09476625919342041
290,0.026611987501382828,0.015936229377985,0.015134434215724468,0.03498028963804245,0.09266294538974762
300,0.02590775489807129,0.015784038230776787,0.014555227011442184,0.034487150609493256,0.09073416888713837
310,0.025275032967329025,0.015633760020136833,0.014071427285671234,0.033958934247493744,0.08893915265798569
320,0.024701599031686783,0.015481900423765182,0.013663395307958126,0.033401668071746826,0.08724856376647949
330,0.024176962673664093,0.015327123925089836,0.013315346091985703,0.032822176814079285,0.08564160764217377
340,0.02369203045964241,0.015169558115303516,0.013014557771384716,0.03222730755805969,0.08410345017910004
350,0.023239213973283768,0.015009941533207893,0.01275094784796238,0.031623441725969315,0.08262354135513306
360,0.022812306880950928,0.014849341474473476,0.012516593560576439,0.031015923246741295,0.08119416981935501
370,0.02240620367228985,0.014688899740576744,0.012305336073040962,0.030409125611186028,0.07980956882238388
380,0.02201692946255207,0.014529545791447163,0.01211240328848362,0.02980649657547474,0.07846537232398987
390,0.021641364321112633,0.014371865428984165,0.011934125795960426,0.02921076864004135,0.077158123254776
400,0.021277060732245445,0.014216545037925243,0.011767594143748283,0.02862381562590599,0.07588501274585724
410,0.020922116935253143,0.014063884504139423,0.011610672809183598,0.028047051280736923,0.07464372366666794
420,0.020575128495693207,0.01391404028981924,0.011461632326245308,0.027481481432914734,0.07343228161334991
430,0.020234977826476097,0.013767101801931858,0.011319087818264961,0.02692781761288643,0.07224898040294647
440,0.01990087702870369,0.013622993603348732,0.011181984096765518,0.026386456564068794,0.07109231501817703
450,0.019572250545024872,0.013481579720973969,0.011049455963075161,0.025857632979750633,0.06996092200279236
460,0.019248608499765396,0.013342544436454773,0.010920779779553413,0.025341609492897987,0.06885354220867157
470,0.018929675221443176,0.01320557203143835,0.010795355774462223,0.02483835071325302,0.06776895374059677
480,0.018615229055285454,0.013070319779217243,0.01067263912409544,0.02434781938791275,0.06670600920915604
490,0.018305126577615738,0.012936308979988098,0.010552197694778442,0.023869846016168594,0.06566347926855087
500,0.017999328672885895,0.012802887707948685,0.010433617047965527,0.023404262959957123,0.0646400973200798
510,0.017697826027870178,0.01266937144100666,0.010316540487110615,0.022950729355216026,0.0636344701051712
520,0.017400778830051422,0.012534738518297672,0.010200626216828823,0.02250884287059307,0.06264498829841614
530,0.017108283936977386,0.012397963553667068,0.01008553709834814,0.022077977657318115,0.061669763177633286
540,0.016820598393678665,0.012257428839802742,0.009971002116799355,0.021657420322299004,0.060706451535224915
550,0.016538111492991447,0.01211116649210453,0.00985665898770094,0.02124624326825142,0.05975218117237091
560,0.016261350363492966,0.011956505477428436,0.009742243215441704,0.0208432599902153,0.05880335718393326
570,0.01599092409014702,0.011790189892053604,0.009627435356378555,0.02044716477394104,0.05785571411252022
580,0.015727698802947998,0.011607951484620571,0.009511826559901237,0.020056866109371185,0.056904345750808716
590,0.015472518280148506,0.01140508335083723,0.00939502939581871,0.019671671092510223,0.055944301187992096
600,0.015226084738969803,0.011176662519574165,0.009276624768972397,0.019292214885354042,0.05497158318758011
610,0.014988486655056477,0.010918931104242802,0.009156101383268833,0.01892096735537052,0.05398448556661606
620,0.014758724719285965,0.01063056942075491,0.009032939560711384,0.01856251433491707,0.05298474803566933
630,0.014534048736095428,0.010314720682799816,0.00890654418617487,0.018222343176603317,0.05197765678167343
640,0.014310239814221859,0.009978927671909332,0.008776165544986725,0.017905421555042267,0.05097075551748276
650,0.014082085341215134,0.009634309448301792,0.00864096824079752,0.017614256590604782,0.04997161775827408
660,0.013844972476363182,0.009292490780353546,0.008500240743160248,0.017348330467939377,0.0489860363304615
670,0.013595768250524998,0.008963102474808693,0.008353624492883682,0.017104465514421463,0.04801696166396141
680,0.013333343900740147,0.008652504533529282,0.008201304823160172,0.01687789522111416,0.04706504940986633
