epoch,Loss_u,Loss_b,Loss_i,Loss_p,Loss_g,Total_Loss
1,0.2573859691619873,1.7106781005859375,0.1440155804157257,0.07344280183315277,0.1320110410451889,2.317533254623413
30,0.03473298251628876,0.03636946156620979,0.026982659474015236,0.004266907460987568,0.03177790716290474,0.13412991166114807
60,0.019486933946609497,0.013783078640699387,0.014838936738669872,0.0016385683557018638,0.013906014151871204,0.06365353614091873
90,0.011550644412636757,0.008657081052660942,0.006247012875974178,0.0018343187402933836,0.0063896793872118,0.034678734838962555
120,0.008769111707806587,0.004748987499624491,0.003825545310974121,0.00203605554997921,0.0037658619694411755,0.023145562037825584
150,0.007229942828416824,0.002607357455417514,0.002888647373765707,0.0015508360229432583,0.0035661058500409126,0.017842888832092285
180,0.006017258390784264,0.0014611650258302689,0.001836380921304226,0.0009262303938157856,0.003317303955554962,0.013558338396251202
210,0.0049082073383033276,0.00043726718286052346,0.0010836331639438868,0.0013088437262922525,0.002982874633744359,0.010720825754106045
240,0.004470222629606724,0.0001503243256593123,0.0007324243197217584,0.0021272897720336914,0.0027923984453082085,0.010272659361362457
270,0.003733349498361349,0.00017778703477233648,0.000575643265619874,0.00034033728297799826,0.0021355291828513145,0.006962646264582872
300,0.0033676475286483765,0.00016061645874287933,0.00048449018504470587,9.133922139881179e-05,0.0017773110885173082,0.0058814045041799545
330,0.003103757742792368,0.00013159509398974478,0.00037737286766059697,8.680590690346435e-05,0.0014366696123033762,0.005136201158165932
360,0.002917701145634055,0.00013097327610012144,0.0003189173003192991,6.134201248642057e-05,0.0011719409376382828,0.004600874613970518
390,0.0027744779363274574,0.00013400825264398009,0.00027801425312645733,4.345342313172296e-05,0.0009735531639307737,0.004203506745398045
420,0.0028405077755451202,0.00038835310260765254,0.00045764551032334566,0.0009010089561343193,0.0013713547959923744,0.005958870053291321
450,0.0026185340248048306,0.00014146104513201863,0.00020823307568207383,0.00018374351202510297,0.0007744549657218158,0.003926426637917757
480,0.0025451008696109056,0.00013146841956768185,0.00020870607113465667,2.5616755010560155e-05,0.0006574064027518034,0.0035682986490428448
510,0.002471812767907977,0.0001335068081971258,0.0001868207473307848,2.7736077754525468e-05,0.0005938849062658846,0.003413761267438531
540,0.0024154039565473795,0.00013116809714119881,0.00017604243475943804,2.2627336875302717e-05,0.0005355715402401984,0.003280813340097666
570,0.0023667789064347744,0.0001281747972825542,0.0001641407870920375,1.9967201296822168e-05,0.00048530532512813807,0.0031643668189644814
600,0.002324585570022464,0.00012437597615644336,0.00015260637155734003,1.7720190953696147e-05,0.00044165647705085576,0.0030609446112066507
630,0.0022875373251736164,0.00011997519322903827,0.00014157957048155367,1.582617187523283e-05,0.0004035758611280471,0.002968494314700365
660,0.004224360920488834,0.003758243750780821,0.0015279126819223166,0.01719151809811592,0.010363731533288956,0.037065766751766205
690,0.002270620549097657,0.00011286653170827776,0.0001213190407725051,4.7960034862626344e-05,0.00035602186108008027,0.0029087879229336977
720,0.0022372552193701267,0.00010002648923546076,0.00012743088882416487,2.433510235277936e-05,0.0003296993381809443,0.0028187469579279423
750,0.0021998262964189053,9.804735600482672e-05,0.00010649440810084343,1.0395460776635446e-05,0.00030499498825520277,0.0027197585441172123
780,0.0021748498547822237,9.527250949759036e-05,9.894342656480148e-05,1.0005109288613312e-05,0.0002880915708374232,0.0026671625673770905
810,0.0021550264209508896,9.061797754839063e-05,9.395545930601656e-05,9.123055860982276e-06,0.000271545082796365,0.002620267914608121
840,0.002137453993782401,8.60777945490554e-05,8.857788634486496e-05,8.461914148938376e-06,0.0002566765178926289,0.002577248029410839
870,0.0021216394379734993,8.155802061082795e-05,8.326099487021565e-05,7.86135296948487e-06,0.0002432805486023426,0.0025376002304255962
900,0.0021072758827358484,7.707509939791635e-05,7.815441495040432e-05,7.318679308809806e-06,0.00023116564261727035,0.002500989707186818
930,0.0020941642578691244,7.266173633979633e-05,7.330869266297668e-05,6.827486686233897e-06,0.00022016707225702703,0.002467129146680236
960,0.002132827416062355,0.00013026520900893956,0.0001316431735176593,0.00045642617624253035,0.00046411107177846134,0.003315273206681013
990,0.002155169378966093,0.0002589338691905141,0.00015251050353981555,0.0006858523120172322,0.0005758340703323483,0.0038283001631498337
1020,0.002084231935441494,6.25925968051888e-05,5.8726363931782544e-05,3.9106758777052164e-05,0.00020829291315749288,0.002452950458973646
