x,z,error
-1.0,0.0,0.00062650013052374
-0.98,0.0,0.0005821084687082418
-0.96,0.0,0.0005418717223303228
-0.94,0.0,0.0005083434079386675
-0.92,0.0,0.00048428519075961805
-0.9,0.0,0.0004714048781295147
-0.88,0.0,0.00047076654680654277
-0.86,0.0,0.00048154420943284626
-0.84,0.0,0.0005019895686862372
-0.8200000000000001,0.0,0.0005295132550404977
-0.8,0.0,0.0005612635869232033
-0.78,0.0,0.0005947082116266146
-0.76,0.0,0.0006277833314453517
-0.74,0.0,0.0006590506369509256
-0.72,0.0,0.0006867099586734059
-0.7,0.0,0.0007098853318850282
-0.6799999999999999,0.0,0.0007276465221437329
-0.6599999999999999,0.0,0.000739597271126751
-0.64,0.0,0.0007450330432001931
-0.62,0.0,0.0007437075626175719
-0.6,0.0,0.0007354627732057214
-0.5800000000000001,0.0,0.0007201689614929297
-0.56,0.0,0.0006982435511618568
-0.54,0.0,0.0006692186699483073
-0.52,0.0,0.0006337508854602818
-0.5,0.0,0.000592187721962774
-0.48,0.0,0.0005450968481298466
-0.45999999999999996,0.0,0.0004930293728550089
-0.43999999999999995,0.0,0.0004366697619521243
-0.42000000000000004,0.0,0.000377281910313193
-0.4,0.0,0.0003167235165072515
-0.38,0.0,0.0002575825346908912
-0.36,0.0,0.00020490467507890394
-0.33999999999999997,0.0,0.00016909110174722153
-0.31999999999999995,0.0,0.00016401335367645928
-0.29999999999999993,0.0,0.00019302980079081804
-0.28,0.0,0.0002438757374573374
-0.26,0.0,0.0003045960726740751
-0.24,0.0,0.0003689849459176179
-0.21999999999999997,0.0,0.00043366888501314123
-0.19999999999999996,0.0,0.0004965914484269022
-0.17999999999999994,0.0,0.0005561052214025046
-0.16000000000000003,0.0,0.0006113015537961411
-0.14,0.0,0.0006612047698539772
-0.12,0.0,0.0007054197538520874
-0.09999999999999998,0.0,0.0007429354667278939
-0.07999999999999996,0.0,0.0007733490742394104
-0.05999999999999994,0.0,0.000796663439930649
-0.040000000000000036,0.0,0.0008119813171290174
-0.020000000000000018,0.0,0.0008190940379068259
0.0,0.0,0.0008183371992797672
0.020000000000000018,0.0,0.0008091674038022681
0.040000000000000036,0.0,0.0007920119852639787
0.06000000000000005,0.0,0.0007667187392432733
0.08000000000000007,0.0,0.0007336628025036553
0.10000000000000009,0.0,0.0006930898446917318
0.1200000000000001,0.0,0.0006456437715491286
0.14000000000000012,0.0,0.0005914647126429545
0.15999999999999992,0.0,0.000531496439001293
0.17999999999999994,0.0,0.0004662384848247638
0.19999999999999996,0.0,0.00039683696512229845
0.21999999999999997,0.0,0.0003240030529684085
0.24,0.0,0.0002497608735757861
0.26,0.0,0.0001774738987608338
0.28,0.0,0.0001171448575638485
0.30000000000000004,0.0,9.945176310582993e-05
0.32000000000000006,0.0,0.00014245123562069237
0.3400000000000001,0.0,0.0002114853582097401
0.3600000000000001,0.0,0.0002868383372694596
0.3800000000000001,0.0,0.0003628058080383681
0.40000000000000013,0.0,0.00043690014841841866
0.41999999999999993,0.0,0.0005077105625448991
0.43999999999999995,0.0,0.0005739883970085537
0.45999999999999996,0.0,0.000635481699986392
0.48,0.0,0.0006907441540985794
0.5,0.0,0.000739554856011178
0.52,0.0,0.0007811261816804458
0.54,0.0,0.000815062857069374
0.56,0.0,0.0008408760720477726
0.5800000000000001,0.0,0.0008583245274364354
0.6000000000000001,0.0,0.0008670939069799289
0.6200000000000001,0.0,0.0008669106023250478
0.6400000000000001,0.0,0.0008580815067584646
0.6600000000000001,0.0,0.0008399288343739361
0.6799999999999999,0.0,0.0008129661302677456
0.7,0.0,0.0007772101997177604
0.72,0.0,0.0007329033536462179
0.74,0.0,0.0006806174433485897
0.76,0.0,0.000620908299030276
0.78,0.0,0.0005542853996250107
0.8,0.0,0.00048217902203011813
0.8200000000000001,0.0,0.0004063429250091986
0.8400000000000001,0.0,0.0003303149927335102
0.8600000000000001,0.0,0.0002611818076081783
0.8800000000000001,0.0,0.00021403703838234335
0.9000000000000001,0.0,0.0002122921506324914
0.9199999999999999,0.0,0.0002612149014832955
0.94,0.0,0.00034262923083279835
0.96,0.0,0.0004395030303086508
0.98,0.0,0.0005439584973798477
1.0,0.0,0.0006515902129866125
-1.0,0.01,0.000556661733006613
-0.98,0.01,0.0005002664816230259
-0.96,0.01,0.00044812266047842446
-0.94,0.01,0.00040446730256470093
-0.92,0.01,0.000373513698553823
-0.9,0.01,0.000359105601579599
-0.88,0.01,0.00036294478998428483
-0.86,0.01,0.0003834407236762117
-0.84,0.01,0.00041635918468745645
-0.8200000000000001,0.01,0.0004572835344957095
-0.8,0.01,0.0005019959797625699
-0.78,0.01,0.0005475497953430371
-0.76,0.01,0.0005914303587239236
-0.74,0.01,0.0006321740807376891
-0.72,0.01,0.0006682708657461446
-0.7,0.01,0.0006988920787825323
-0.6799999999999999,0.01,0.0007233395449127158
-0.6599999999999999,0.01,0.000741229121280788
-0.64,0.01,0.0007517731104091617
-0.62,0.01,0.0007551039425537449
-0.6,0.01,0.0007512525880292418
-0.5800000000000001,0.01,0.0007396570050906617
-0.56,0.01,0.0007209609236980551
-0.54,0.01,0.0006948441432679946
-0.52,0.01,0.0006620970725325059
-0.5,0.01,0.000622895284490876
-0.48,0.01,0.0005777696850149884
-0.45999999999999996,0.01,0.0005274360256953812
-0.43999999999999995,0.01,0.00047245487754886097
-0.42000000000000004,0.01,0.00041415874923884694
-0.4,0.01,0.0003536612254131784
-0.38,0.01,0.00029364204037462274
-0.36,0.01,0.00023751866304989733
-0.33999999999999997,0.01,0.00019238301096186934
-0.31999999999999995,0.01,0.00017054356552414587
-0.29999999999999993,0.01,0.00018152582181151154
-0.28,0.01,0.0002204420012561525
-0.26,0.01,0.00027471441441891576
