x,z,error
-1.0,0.0,0.0016334242790393512
-0.98,0.0,0.0015739413191025319
-0.96,0.0,0.001519925282871063
-0.94,0.0,0.001470440399182833
-0.92,0.0,0.0014251240415958041
-0.9,0.0,0.0013831097521887544
-0.88,0.0,0.0013439231633637768
-0.86,0.0,0.0013069880904823645
-0.84,0.0,0.0012718369697563479
-0.8200000000000001,0.0,0.0012381709819115137
-0.8,0.0,0.0012056628371179524
-0.78,0.0,0.0011740216686898413
-0.76,0.0,0.0011429319257986576
-0.74,0.0,0.0011124003858578272
-0.72,0.0,0.0010822003822903363
-0.7,0.0,0.0010521646461891666
-0.6799999999999999,0.0,0.0010223792068610536
-0.6599999999999999,0.0,0.000992656540743978
-0.64,0.0,0.0009628910601790113
-0.62,0.0,0.0009332785698839626
-0.6,0.0,0.0009035445543253051
-0.5800000000000001,0.0,0.0008739062427049267
-0.56,0.0,0.000844223228247667
-0.54,0.0,0.0008145468671061385
-0.52,0.0,0.0007848122023854716
-0.5,0.0,0.0007551122458924374
-0.48,0.0,0.0007253736066437809
-0.45999999999999996,0.0,0.0006957354307156332
-0.43999999999999995,0.0,0.0006661331229598948
-0.42000000000000004,0.0,0.000636708830903454
-0.4,0.0,0.0006074864953496768
-0.38,0.0,0.0005783499237275264
-0.36,0.0,0.0005494354003745323
-0.33999999999999997,0.0,0.0005209748951196955
-0.31999999999999995,0.0,0.0004930510837926873
-0.29999999999999993,0.0,0.00046549350296630276
-0.28,0.0,0.00043885608020186685
-0.26,0.0,0.0004128481511636141
-0.24,0.0,0.00038796641114633893
-0.21999999999999997,0.0,0.0003641376819657614
-0.19999999999999996,0.0,0.0003418156007634659
-0.17999999999999994,0.0,0.0003207651377807706
-0.16000000000000003,0.0,0.0003010402847678842
-0.14,0.0,0.0002829226392686077
-0.12,0.0,0.00026628160401299727
-0.09999999999999998,0.0,0.0002510375540625169
-0.07999999999999996,0.0,0.00023670413740648207
-0.05999999999999994,0.0,0.0002233011160855812
-0.040000000000000036,0.0,0.00021026048001493734
-0.020000000000000018,0.0,0.00019725187476960816
0.0,0.0,0.0001840317588978082
0.020000000000000018,0.0,0.00017002814587235192
0.040000000000000036,0.0,0.00015528363463856093
0.06000000000000005,0.0,0.00013948681008244147
