epoch,Loss_u,Loss_b,Loss_i,Loss_p,Loss_g,Total_Loss
1,0.6099399924278259,2.4718096256256104,0.6472445130348206,0.08293618261814117,0.1228887140750885,3.934819221496582
30,0.2751164436340332,0.8689792156219482,0.29249271750450134,0.35605695843696594,0.10474127531051636,1.8973865509033203
60,0.08352883160114288,0.29527541995048523,0.08406169712543488,0.06816070526838303,0.21831494569778442,0.749341607093811
90,0.06438963860273361,0.18437184393405914,0.061355553567409515,0.019915683194994926,0.11621400713920593,0.4462467133998871
120,0.05746044963598251,0.1395110785961151,0.05333002284169197,0.022260572761297226,0.110648974776268,0.3832111358642578
150,0.05316605046391487,0.1046418696641922,0.04927181452512741,0.014206075109541416,0.07077513635158539,0.2920609712600708
180,0.05836141109466553,0.06037919223308563,0.051487114280462265,0.007585074752569199,0.04416421800851822,0.22197702527046204
210,0.051882557570934296,0.06582742184400558,0.04439710080623627,0.008805663324892521,0.03617735207080841,0.2070900946855545
240,0.04947922006249428,0.06450596451759338,0.0414312407374382,0.00877357367426157,0.032176487147808075,0.19636648893356323
270,0.047966502606868744,0.06461260467767715,0.03925478085875511,0.008031997829675674,0.027270860970020294,0.18713673949241638
300,0.04726683348417282,0.06422505527734756,0.037480175495147705,0.007070945575833321,0.023234466090798378,0.1792774796485901
330,0.04670400172472,0.06381893157958984,0.03551666438579559,0.006409327033907175,0.020229138433933258,0.17267808318138123
360,0.04585259407758713,0.06289596110582352,0.03312459960579872,0.005907048471271992,0.017047518864274025,0.16482771933078766
390,0.04057672247290611,0.06107393652200699,0.027677569538354874,0.005669001489877701,0.01486035343259573,0.1498575657606125
420,0.03138770908117294,0.05836498737335205,0.021093586459755898,0.005498436279594898,0.01631266251206398,0.13265737891197205
450,0.02413458377122879,0.05563892051577568,0.016640299931168556,0.0061551290564239025,0.01956162601709366,0.12213055044412613
480,0.021492525935173035,0.05255960300564766,0.014920607209205627,0.006007306277751923,0.01863020658493042,0.11361024528741837
510,0.019048232585191727,0.04944402724504471,0.013006776571273804,0.005753675475716591,0.01810365542769432,0.105356365442276
540,0.017021680250763893,0.04583726450800896,0.011297978460788727,0.005375951062887907,0.016766315326094627,0.0962991937994957
570,0.015328171662986279,0.041351016610860825,0.009629614651203156,0.004870356526225805,0.014705691486597061,0.08588485419750214
600,0.014443574473261833,0.037640348076820374,0.008237697184085846,0.0029278751462697983,0.012597650289535522,0.07584714889526367
630,0.012734685093164444,0.03080037608742714,0.007327131927013397,0.004059019032865763,0.009743260219693184,0.06466447561979294
660,0.011490240693092346,0.026177357882261276,0.006728068925440311,0.003763671964406967,0.0072406078688800335,0.05539994686841965
690,0.01029503345489502,0.02309509739279747,0.006189018487930298,0.002944622654467821,0.005712796002626419,0.04823656752705574
720,0.009489694610238075,0.01931038871407509,0.005598186049610376,0.0027381046675145626,0.005201092921197414,0.04233746603131294
750,0.008732513524591923,0.016265148296952248,0.004924451000988483,0.0023865611292421818,0.004887327551841736,0.03719600290060043
780,0.00793356355279684,0.01371186412870884,0.004267724230885506,0.002045292407274246,0.004496156238019466,0.03245459869503975
810,0.007191844284534454,0.0114210844039917,0.00365648977458477,0.0017552606295794249,0.0041150888428092,0.028139766305685043
840,0.006487084086984396,0.009676332585513592,0.0031154921744018793,0.0014197315322235227,0.003647761419415474,0.024346401914954185
870,0.0059217484667897224,0.0078008733689785,0.002652574796229601,0.0013243092689663172,0.003401400987058878,0.021100906655192375
900,0.0053593460470438,0.0065731508657336235,0.0022775200195610523,0.0011263099731877446,0.0029776631854474545,0.018313990905880928
930,0.005018480122089386,0.0059821647591888905,0.001873416593298316,0.0007113622268661857,0.0028157702181488276,0.016401194036006927
960,0.004493854008615017,0.004689408466219902,0.0016557940980419517,0.0007905251695774496,0.002347076777368784,0.013976657763123512
990,0.004130661953240633,0.003941753413528204,0.001442312030121684,0.0007356847636401653,0.0020992644131183624,0.012349676340818405
1020,0.0038493620231747627,0.003402441507205367,0.0012592034181579947,0.0006444184109568596,0.001868425402790308,0.011023851111531258
1050,0.0036271861754357815,0.0031592329032719135,0.0010675451485440135,0.00045742467045783997,0.0016751507064327598,0.009986539371311665
1080,0.0033561931923031807,0.0026296551804989576,0.0009805180598050356,0.00048702722415328026,0.001488475943915546,0.008941869251430035
1110,0.0031812647357583046,0.0022812618408352137,0.0008532252977602184,0.0004332010867074132,0.001348390243947506,0.008097343146800995
1140,0.0030181382317095995,0.0020030089654028416,0.0007528813439421356,0.00039062713040038943,0.0012242232915014029,0.0073888786137104034
1170,0.0028638800140470266,0.0017747565871104598,0.0006641977815888822,0.000341850973200053,0.001103418879210949,0.006748104002326727
1200,0.0027017262764275074,0.0015557146398350596,0.0005865200073458254,0.0003266679123044014,0.0010053591104224324,0.006175987888127565
1230,0.0026004957035183907,0.0014554646331816912,0.0005044840509071946,0.00022211071336641908,0.0009007997578009963,0.005683354567736387
1260,0.002477519679814577,0.0012283726828172803,0.0004506702534854412,0.00023247921490110457,0.0008230060921050608,0.005212047602981329
1290,0.002379392506554723,0.0011068331077694893,0.0003981107729487121,0.00019984319806098938,0.0007454944425262511,0.004829674027860165
1320,0.00229377462528646,0.000989794614724815,0.00035379413748160005,0.00017840511281974614,0.0006802455754950643,0.00449601374566555
1350,0.0022148089483380318,0.000887686328496784,0.0003128203097730875,0.0001557408832013607,0.000620134174823761,0.0041911909356713295
1380,0.002157151699066162,0.0010331766679883003,0.00027382769621908665,8.833111496642232e-05,0.0007153145270422101,0.004267801530659199
1410,0.0020745887886732817,0.0006578073371201754,0.00024222128558903933,0.00016332307131960988,0.0005694827996194363,0.0037074231076985598
1440,0.002019226551055908,0.000634188239928335,0.0002120502758771181,0.00010262436990160495,0.00048075313679873943,0.0034488425590097904
1470,0.001968171214684844,0.0005743034416809678,0.0001877248869277537,8.896314830053598e-05,0.00044332040124572814,0.0032624832820147276
1500,0.001963601680472493,0.00055164989316836,0.00015171736595220864,0.00010316426050849259,0.0006447674240916967,0.0034149005077779293
1530,0.0018888628110289574,0.00047904258826747537,0.0001494096650276333,6.632771692238748e-05,0.0003813360817730427,0.0029649788048118353
1560,0.001856628805398941,0.0004278390551917255,0.00013245428272057325,6.159771874081343e-05,0.00035821684286929667,0.002836736850440502
1590,0.001827344996854663,0.0003876304836012423,0.00011687124788295478,5.365003380575217e-05,0.0003360077098477632,0.002721504308283329
1620,0.0017996374517679214,0.00035564377321861684,0.00010341066808905452,4.4561747927218676e-05,0.0003140858607366681,0.002617339137941599
1650,0.0017801257781684399,0.00038605151348747313,8.360948413610458e-05,2.7706268156180158e-05,0.00032911612652242184,0.002606609370559454
1680,0.0017533679492771626,0.00029620082932524383,8.084576984401792e-05,3.18742822855711e-05,0.00027982532628811896,0.0024421142879873514
1710,0.0017334407893940806,0.00026017220807261765,7.202100096037611e-05,3.3141317544505e-05,0.00026963045820593834,0.0023684059269726276
