epoch,Loss_u,Loss_b,Loss_i,Loss_p,Loss_g,Total_Loss
1,1.487147331237793,2.758504629135132,2.624753952026367,3.264346122741699,0.3512098789215088,10.4859619140625
30,0.1708858609199524,0.24496082961559296,0.06914906948804855,0.08442399650812149,0.05262066423892975,0.6220404505729675
60,0.03044593706727028,0.019335074350237846,0.040995799005031586,0.006802452728152275,0.04173395410180092,0.1393132209777832
90,0.023712873458862305,0.013391803950071335,0.017392950132489204,0.0032412437722086906,0.028743617236614227,0.08648249506950378
120,0.01904119923710823,0.0106529351323843,0.013271060772240162,0.0016853348352015018,0.018417783081531525,0.06306831538677216
150,0.015541298314929008,0.008747581392526627,0.009445413947105408,0.0011876970529556274,0.01374836079776287,0.04867035150527954
180,0.013015628792345524,0.006983050145208836,0.0069008213467895985,0.0009628628613427281,0.010935384780168533,0.03879774734377861
210,0.011109916493296623,0.005517140030860901,0.0050458600744605064,0.000896108103916049,0.009528749622404575,0.032097771763801575
240,0.009697645902633667,0.004388682544231415,0.0037494669668376446,0.0008845196571201086,0.008803211152553558,0.027523526921868324
270,0.008656215853989124,0.003519376739859581,0.002883143490180373,0.0008641274180263281,0.008379746228456497,0.024302609264850616
300,0.007878236472606659,0.0028601912781596184,0.002307536778971553,0.0008201089221984148,0.008091039955615997,0.021957114338874817
330,0.007285649422556162,0.0023760213516652584,0.001915734726935625,0.0007656009402126074,0.00783674605190754,0.02017975226044655
360,0.006825876887887716,0.0020221867598593235,0.0016421966720372438,0.0007114183390513062,0.007561066187918186,0.018762744963169098
390,0.006458895280957222,0.0017556279199197888,0.0014450649032369256,0.0006612333818338811,0.007262306287884712,0.017583128064870834
420,0.006153371185064316,0.0015461740549653769,0.0012967238435521722,0.0006157613825052977,0.006965231616050005,0.016577262431383133
450,0.005887336563318968,0.0013764143222942948,0.0011807696428149939,0.0005751613643951714,0.006687458138912916,0.015707140788435936
480,0.005647646728903055,0.0012363498099148273,0.0010880784830078483,0.0005389685393311083,0.006431411020457745,0.014942454174160957
510,0.005427157506346703,0.0011189169017598033,0.001012733206152916,0.0005062390118837357,0.006193037610501051,0.014258084818720818
540,0.005221459548920393,0.0010185749270021915,0.0009500507730990648,0.0004759441362693906,0.005968890152871609,0.013634919188916683
570,0.005027116741985083,0.0009311055764555931,0.0008963924483396113,0.00044743649777956307,0.005756965838372707,0.01305901724845171
600,0.00484143290668726,0.0008535408414900303,0.0008491774788126349,0.0004203438584227115,0.005555746145546436,0.012520241551101208
630,0.004662451799958944,0.0007838883902877569,0.0008067143498919904,0.00039453915087506175,0.005363623145967722,0.012011216953396797
660,0.004488885868340731,0.0007207969902083278,0.0007679295958951116,0.00036994414404034615,0.005179128609597683,0.011526685208082199
690,0.004319978412240744,0.0006633771117776632,0.0007321326993405819,0.0003465426852926612,0.005001057405024767,0.011063087731599808
720,0.004155375063419342,0.0006109754904173315,0.0006988931563682854,0.00032437226036563516,0.004828616976737976,0.010618233121931553
750,0.0039949784986674786,0.000563188164960593,0.0006679580546915531,0.00030346159473992884,0.004661415703594685,0.010191001929342747
780,0.003838930046185851,0.0005197032587602735,0.0006392007344402373,0.00028380955336615443,0.004499427042901516,0.009781070053577423
810,0.0036874290090054274,0.00048031931510195136,0.0006125678773969412,0.0002654487907420844,0.004342810250818729,0.009388575330376625
840,0.0035408290568739176,0.0004445019003469497,0.0005880040116608143,0.00024856184609234333,0.004191966727375984,0.009013863280415535
870,0.0033994712866842747,0.000416551367379725,0.0005654087290167809,0.00023125787265598774,0.004045388661324978,0.00865807756781578
900,0.0032636162359267473,0.00038426497485488653,0.0005448978045023978,0.00021826337615493685,0.003907643258571625,0.008318684995174408
930,0.003133319318294525,0.0003595966554712504,0.0005260794423520565,0.00020459378720261157,0.003774239681661129,0.007997829467058182
960,0.003008740721270442,0.0003373711369931698,0.0005088530597276986,0.0001922299270518124,0.003646800061687827,0.007693994790315628
990,0.0028898995369672775,0.0003180097264703363,0.0004930281429551542,0.00018073600949719548,0.0035244992468506098,0.007406172342598438
1020,0.0027766490820795298,0.000301075546303764,0.00047843356151133776,0.00017009512521326542,0.003406907431781292,0.007133160717785358
1050,0.0026688827201724052,0.00028530138661153615,0.0004648975154850632,0.00016092299483716488,0.003294208785519004,0.006874213460832834
1080,0.002566048875451088,0.0002740965283010155,0.00045235699508339167,0.00015077961143106222,0.003183445194736123,0.006626727059483528
1110,0.0024680611677467823,0.00026271960814483464,0.0004405068757478148,0.0001422417990397662,0.003077159635722637,0.006390688940882683
1140,0.002374469069764018,0.000253135192906484,0.0004292368539609015,0.00013412201951723546,0.002973658498376608,0.006164621561765671
1170,0.002285100519657135,0.0002448949671816081,0.00041842760401777923,0.00012645870447158813,0.0028726747259497643,0.005947556346654892
1200,0.0021996116265654564,0.00023784901713952422,0.00040802473085932434,0.00011923079728148878,0.002773991785943508,0.0057387081906199455
1230,0.0021177311427891254,0.00023176553077064455,0.0003979498287662864,0.00011243163316976279,0.002677557524293661,0.005537435412406921
1260,0.0020390518475323915,0.00023855194740463048,0.0003878875868394971,0.00010569721052888781,0.0025828033685684204,0.005353991873562336
1290,0.0019637609366327524,0.00022226230066735297,0.0003786971210502088,9.993423009291291e-05,0.002491234801709652,0.005155889317393303
1320,0.0018910510698333383,0.0002184667973779142,0.00036933051887899637,9.42503975238651e-05,0.002401666482910514,0.00497476477175951
1350,0.0018210463458672166,0.00021512102102860808,0.00036007448215968907,8.89329458004795e-05,0.0023144029546529055,0.004799577407538891
1380,0.0017535571241751313,0.00021233073493931442,0.00035090604797005653,8.393048483412713e-05,0.002229400211945176,0.0046301246620714664
1410,0.0016884171636775136,0.0002099522389471531,0.0003418148262426257,7.925252430140972e-05,0.0021467278711497784,0.004466164857149124
1440,0.0016251170309260488,0.0002398155484115705,0.00033225028892047703,7.78781104600057e-05,0.002070807386189699,0.004345868714153767
1470,0.001564900972880423,0.00020609667990356684,0.00032395723974332213,7.08179286448285e-05,0.001988563686609268,0.004154336638748646
1500,0.001505752676166594,0.0002046144218184054,0.0003149916301481426,6.69412111165002e-05,0.0019131371518597007,0.00400543725118041
1530,0.001448695664294064,0.00020332443818915635,0.0003060950548388064,6.333906640065834e-05,0.0018399659311398864,0.0038614203222095966
1560,0.0013934769667685032,0.00020208462956361473,0.0002972361398860812,5.9991485613863915e-05,0.0017690765671432018,0.003721865825355053
1590,0.0013412031112238765,0.0003084629133809358,0.0002893218188546598,6.941554602235556e-05,0.001723159453831613,0.0037315627560019493
1620,0.0012883914168924093,0.0002000723616220057,0.0002799014328047633,5.39552784175612e-05,0.0016338796121999621,0.0034562000073492527
1650,0.001237683929502964,0.00019855573191307485,0.00027093730750493705,5.138167034601793e-05,0.0015698240604251623,0.0033283827360719442
1680,0.0011889490997418761,0.00019715161761268973,0.0002622863685246557,4.870829434366897e-05,0.0015072496607899666,0.003204345004633069
1710,0.0011416682973504066,0.00019586467533372343,0.0002536539686843753,4.6320503315655515e-05,0.0014466207940131426,0.0030841282568871975
1740,0.0010958216153085232,0.0001944976975210011,0.0002451127511449158,4.405469371704385e-05,0.0013877716846764088,0.0029672584496438503
1770,0.001052269828505814,0.00021045288303866982,0.00023702881298959255,4.286219336790964e-05,0.0013326755724847317,0.002875289414077997
1800,0.0010086274705827236,0.00019077476463280618,0.00022834562696516514,4.015942249679938e-05,0.0012754492927342653,0.002743356628343463
1830,0.0009665098041296005,0.0001894345914479345,0.0002200724557042122,3.804727748502046e-05,0.0012216006871312857,0.0026356647722423077
1860,0.0009261097875423729,0.00018743204418569803,0.0002119323326041922,3.632516018114984e-05,0.0011691346298903227,0.0025309340562671423
1890,0.0008870087913237512,0.0001854686124715954,0.0002039189712377265,3.463168104644865e-05,0.0011181468144059181,0.0024291749577969313
1920,0.0008491812623105943,0.00018334404740016907,0.0001960542576853186,3.302314144093543e-05,0.0010686343302950263,0.002330237068235874
1950,0.0008126564207486808,0.00018118496518582106,0.0001883607910713181,3.1438561563845724e-05,0.00102048902772367,0.002234129700809717
1980,0.0007760475855320692,0.00025447216467000544,0.00017987213504966348,4.3110492697451264e-05,0.0009952455293387175,0.0022487477399408817
2010,0.000743580108974129,0.00017681848839856684,0.00017375654715579003,2.843270885932725e-05,0.0009286589338444173,0.0020512468181550503
